,topology_dysplasia_18_clean.csv,topology_dysplasia_5_clean.csv,topology_dysplasia_14_clean.csv,topology_dysplasia_13_clean.csv,topology_dysplasia_17_clean.csv,topology_dysplasia_10_clean.csv,topology_dysplasia_11_clean.csv,topology_dysplasia_7_clean.csv,topology_dysplasia_19_clean.csv,topology_dysplasia_8_clean.csv,topology_dysplasia_2_clean.csv,topology_dysplasia_9_clean.csv,topology_dysplasia_12_clean.csv,topology_dysplasia_1_clean.csv,topology_dysplasia_16_clean.csv,topology_dysplasia_15_clean.csv,topology_dysplasia_4_clean.csv,topology_dysplasia_3_clean.csv,topology_dysplasia_6_clean.csv
topology_dysplasia_18_clean.csv,1.267913751909621e-308,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
topology_dysplasia_5_clean.csv,inf,9.71301892991741e-309,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
topology_dysplasia_14_clean.csv,inf,inf,9.381492471910655e-309,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
topology_dysplasia_13_clean.csv,inf,inf,inf,1.0893740417103593e-308,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
topology_dysplasia_17_clean.csv,inf,inf,inf,inf,6.328560685874846e-309,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
topology_dysplasia_10_clean.csv,inf,inf,inf,inf,inf,1.600685736339034e-308,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
topology_dysplasia_11_clean.csv,inf,inf,inf,inf,inf,inf,1.3503218604677797e-308,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
topology_dysplasia_7_clean.csv,inf,inf,inf,inf,inf,inf,inf,1.5262341829504933e-308,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
topology_dysplasia_19_clean.csv,inf,inf,inf,inf,inf,inf,inf,inf,1.63482395694636e-308,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
topology_dysplasia_8_clean.csv,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.5942688412892e-309,inf,inf,inf,inf,inf,inf,inf,inf,inf
topology_dysplasia_2_clean.csv,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.384529762416065e-309,inf,inf,inf,inf,inf,inf,inf,inf
topology_dysplasia_9_clean.csv,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.649964615419915e-309,inf,inf,inf,inf,inf,inf,inf
topology_dysplasia_12_clean.csv,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.459253632280221e-308,inf,inf,inf,inf,inf,inf
topology_dysplasia_1_clean.csv,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.0372820503940063e-308,inf,inf,inf,inf,inf
topology_dysplasia_16_clean.csv,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.911394532803898e-308,inf,inf,inf,inf
topology_dysplasia_15_clean.csv,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.4096387792626856e-308,inf,inf,inf
topology_dysplasia_4_clean.csv,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7.40897764415433e-309,inf,inf
topology_dysplasia_3_clean.csv,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.487524805614703e-308,inf
topology_dysplasia_6_clean.csv,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.61583885508467e-308
