,topology_dysplasia_18_clean.csv,topology_dysplasia_5_clean.csv,topology_dysplasia_14_clean.csv,topology_dysplasia_13_clean.csv,topology_dysplasia_17_clean.csv,topology_dysplasia_10_clean.csv,topology_dysplasia_11_clean.csv,topology_dysplasia_7_clean.csv,topology_dysplasia_19_clean.csv,topology_dysplasia_8_clean.csv,topology_dysplasia_2_clean.csv,topology_dysplasia_9_clean.csv,topology_dysplasia_12_clean.csv,topology_dysplasia_1_clean.csv,topology_dysplasia_16_clean.csv,topology_dysplasia_15_clean.csv,topology_dysplasia_4_clean.csv,topology_dysplasia_3_clean.csv,topology_dysplasia_6_clean.csv
topology_dysplasia_18_clean.csv,1.5471851739635856e-308,80.93827072057044,11.03821554032315,80.35112163327165,67.24882132509101,81.3992962128596,79.98901745991466,81.82589284537866,76.8876386963993,78.84975777210863,81.86729665715103,80.05005101082176,80.47465951668586,79.80014436395098,60.60462701000321,71.56537140173775,81.58994308201761,78.47692233022755,80.947965215587
topology_dysplasia_5_clean.csv,80.93827072057044,9.54963578594876e-309,80.93827072057044,77.86001539260793,80.28976609206215,73.59788552703651,73.1682364073349,62.32385059817082,80.28251569209567,79.71151127368837,77.86001539260792,61.23330643727407,69.84278671520622,75.01378629521966,81.10332349671734,79.43156615661351,65.00649206763535,78.01491187337628,79.71151127368839
topology_dysplasia_14_clean.csv,11.03821554032315,80.93827072057044,7.542815702722215e-309,80.35112163327165,67.248821325091,81.39929621285961,79.98901745991468,81.82589284537866,76.8876386963993,78.84975777210862,81.86729665715103,80.05005101082176,80.47465951668586,79.80014436395098,62.4767093152723,71.56537140173776,81.58994308201761,78.47692233022754,80.947965215587
topology_dysplasia_13_clean.csv,80.35112163327165,77.86001539260793,80.35112163327165,6.477160326744317e-309,78.31009409817713,76.85549806353174,70.32288502526092,76.30449023123717,77.4305179870437,74.75858799583979,12.067969899225027,67.35343047574034,69.78933383510409,68.3728923610373,80.62219792355849,74.52460008470575,76.30898402980075,68.61183150930162,74.75858799583978
topology_dysplasia_17_clean.csv,67.24882132509101,80.28976609206215,67.248821325091,78.31009409817713,7.726709168148347e-309,80.84863302168398,79.55456648634761,80.86576301803255,70.25531397532237,76.86755497990671,81.47812994963249,78.0365183156051,79.48975362483554,78.85294527342458,68.27170082187185,69.60754385782036,80.89499655001086,71.54060361836744,71.47960227059016
topology_dysplasia_10_clean.csv,81.3992962128596,73.59788552703651,81.39929621285961,76.85549806353174,80.84863302168398,8.5491276254517e-309,76.34621010716094,72.44431121398986,80.59093198952664,79.28335207900014,76.85549806353174,70.61798552166972,74.18695847866891,76.41624055174981,82.23239473463748,79.15082899117485,74.0392265696817,77.64665900409692,79.28335207900012
topology_dysplasia_11_clean.csv,79.98901745991466,73.1682364073349,79.98901745991468,70.32288502526092,79.55456648634761,76.34621010716094,1.1696365202358013e-308,68.02480455349794,78.97528161800022,75.94504834832838,70.32288502526092,63.65178302224257,65.06923274314491,66.61207222112012,81.00222397542913,75.44186860926278,71.03809755520126,71.32428202364542,75.94504834832838
topology_dysplasia_7_clean.csv,81.82589284537866,62.32385059817082,81.82589284537866,76.30449023123717,80.86576301803255,72.44431121398986,68.02480455349794,2.0910151743621294e-308,80.77261899605864,79.81726268153415,76.30449023123717,60.81438300849868,67.38958522581953,73.48965293904072,81.85919068041258,79.59447050541928,64.79562212031414,77.09786251947259,79.81726268153415
topology_dysplasia_19_clean.csv,76.8876386963993,80.28251569209567,76.8876386963993,77.4305179870437,70.25531397532237,80.59093198952664,78.97528161800022,80.77261899605864,1.8781811599104205e-308,73.78878673330398,81.39411285683741,77.26653845256862,79.21556667536937,77.4107828675775,79.12605578093317,69.5732310500541,80.70638345686075,70.81588662105133,65.48805699758785
topology_dysplasia_8_clean.csv,78.84975777210863,79.71151127368837,78.84975777210862,74.75858799583979,76.86755497990671,79.28335207900014,75.94504834832838,79.81726268153415,73.78878673330398,6.12480160992579e-309,80.79257294545229,76.17032845508307,77.29053594097311,76.93396827760333,79.70644379881128,67.32562385490826,80.33783853385029,68.38415840149395,16.601459471432285
topology_dysplasia_2_clean.csv,81.86729665715103,77.86001539260792,81.86729665715103,12.067969899225027,81.47812994963249,76.85549806353174,70.32288502526092,76.30449023123717,81.39411285683741,80.79257294545229,2.0832231807182645e-308,67.35343047574034,69.78933383510409,68.37289236103729,81.8748189125763,80.51171687337568,76.30898402980074,71.03666136498342,80.7925729454523
topology_dysplasia_9_clean.csv,80.05005101082176,61.23330643727407,80.05005101082176,67.35343047574034,78.0365183156051,70.61798552166972,63.65178302224257,60.81438300849868,77.26653845256862,76.17032845508307,67.35343047574034,4.638830498881033e-309,62.19723972060672,64.37126836614323,80.3332479521703,74.50334731218561,61.5703145018242,67.68909390678884,76.17032845508307
topology_dysplasia_12_clean.csv,80.47465951668586,69.84278671520622,80.47465951668586,69.78933383510409,79.48975362483554,74.18695847866891,65.06923274314491,67.38958522581953,79.21556667536937,77.29053594097311,69.78933383510409,62.19723972060672,1.6882885534560453e-308,67.4369486504913,80.73289172433968,77.05492398626654,65.03796958910891,72.16060421861405,77.29053594097311
topology_dysplasia_1_clean.csv,79.80014436395098,75.01378629521966,79.80014436395098,68.3728923610373,78.85294527342458,76.41624055174981,66.61207222112012,73.48965293904072,77.4107828675775,76.93396827760333,68.37289236103729,64.37126836614323,67.4369486504913,1.64622425355824e-308,80.85986138862773,76.82291746347965,71.07209393413399,68.6287559974399,76.93396827760331
topology_dysplasia_16_clean.csv,60.60462701000321,81.10332349671734,62.4767093152723,80.62219792355849,68.27170082187185,82.23239473463748,81.00222397542913,81.85919068041258,79.12605578093317,79.70644379881128,81.8748189125763,80.3332479521703,80.73289172433968,80.85986138862773,1.527910636791659e-308,75.70645847266474,81.83081487231962,80.63330941441302,81.8352429653547
topology_dysplasia_15_clean.csv,71.56537140173775,79.43156615661351,71.56537140173776,74.52460008470575,69.60754385782036,79.15082899117485,75.44186860926278,79.59447050541928,69.5732310500541,67.32562385490826,80.51171687337568,74.50334731218561,77.05492398626654,76.82291746347965,75.70645847266474,1.4019927455636694e-308,79.79461013413082,65.61379907166446,67.32562385490826
topology_dysplasia_4_clean.csv,81.58994308201761,65.00649206763535,81.58994308201761,76.30898402980075,80.89499655001086,74.0392265696817,71.03809755520126,64.79562212031414,80.70638345686075,80.33783853385029,76.30898402980074,61.5703145018242,65.03796958910891,71.07209393413399,81.83081487231962,79.79461013413082,4.810654516331737e-309,78.01622380067641,80.33783853385027
topology_dysplasia_3_clean.csv,78.47692233022755,78.01491187337628,78.47692233022754,68.61183150930162,71.54060361836744,77.64665900409692,71.32428202364542,77.09786251947259,70.81588662105133,68.38415840149395,71.03666136498342,67.68909390678884,72.16060421861405,68.6287559974399,80.63330941441302,65.61379907166446,78.01622380067641,1.5457296788457847e-308,68.38415840149395
topology_dysplasia_6_clean.csv,80.947965215587,79.71151127368839,80.947965215587,74.75858799583978,71.47960227059016,79.28335207900012,75.94504834832838,79.81726268153415,65.48805699758785,16.601459471432285,80.7925729454523,76.17032845508307,77.29053594097311,76.93396827760331,81.8352429653547,67.32562385490826,80.33783853385027,68.38415840149395,1.424946879806435e-308
