id,Tipo,X,Y,Z
48,2,0,0,0
48,2,1,0,0
48,2,2,0,0
48,2,3,0,0
48,2,4,0,0
48,2,5,0,0
48,2,6,0,0
0,0,7,0,0
96,1,8,0,0
96,1,9,0,0
96,1,10,0,0
96,1,11,0,0
96,1,12,0,0
96,1,13,0,0
0,0,14,0,0
29,2,15,0,0
29,2,16,0,0
29,2,17,0,0
29,2,18,0,0
29,2,19,0,0
29,2,20,0,0
29,2,21,0,0
0,0,22,0,0
0,0,23,0,0
12,1,24,0,0
12,1,25,0,0
12,1,26,0,0
12,1,27,0,0
12,1,28,0,0
12,1,29,0,0
0,0,30,0,0
30,1,31,0,0
30,1,32,0,0
30,1,33,0,0
30,1,34,0,0
30,1,35,0,0
30,1,36,0,0
30,1,37,0,0
0,0,38,0,0
13,2,39,0,0
13,2,40,0,0
13,2,41,0,0
13,2,42,0,0
13,2,43,0,0
13,2,44,0,0
13,2,45,0,0
13,2,46,0,0
13,2,47,0,0
0,0,48,0,0
14,1,49,0,0
14,1,50,0,0
14,1,51,0,0
14,1,52,0,0
14,1,53,0,0
14,1,54,0,0
0,0,55,0,0
1,2,56,0,0
1,2,57,0,0
1,2,58,0,0
1,2,59,0,0
1,2,60,0,0
1,2,61,0,0
1,2,62,0,0
1,2,63,0,0
1,2,64,0,0
1,2,65,0,0
0,0,66,0,0
2,1,67,0,0
2,1,68,0,0
2,1,69,0,0
2,1,70,0,0
2,1,71,0,0
2,1,72,0,0
2,1,73,0,0
2,1,74,0,0
0,0,75,0,0
3,1,76,0,0
3,1,77,0,0
3,1,78,0,0
3,1,79,0,0
3,1,80,0,0
3,1,81,0,0
3,1,82,0,0
0,0,83,0,0
4,1,84,0,0
4,1,85,0,0
4,1,86,0,0
4,1,87,0,0
4,1,88,0,0
4,1,89,0,0
4,1,90,0,0
0,0,91,0,0
5,2,92,0,0
5,2,93,0,0
5,2,94,0,0
5,2,95,0,0
5,2,96,0,0
5,2,97,0,0
0,0,98,0,0
6,2,99,0,0
6,2,100,0,0
6,2,101,0,0
6,2,102,0,0
6,2,103,0,0
6,2,104,0,0
6,2,105,0,0
6,2,106,0,0
6,2,107,0,0
0,0,108,0,0
7,2,109,0,0
7,2,110,0,0
7,2,111,0,0
7,2,112,0,0
7,2,113,0,0
7,2,114,0,0
7,2,115,0,0
7,2,116,0,0
7,2,117,0,0
7,2,118,0,0
7,2,119,0,0
7,2,120,0,0
0,0,121,0,0
9,1,122,0,0
9,1,123,0,0
9,1,124,0,0
9,1,125,0,0
9,1,126,0,0
9,1,127,0,0
9,1,128,0,0
9,1,129,0,0
9,1,130,0,0
9,1,131,0,0
0,0,132,0,0
0,0,133,0,0
10,1,134,0,0
10,1,135,0,0
10,1,136,0,0
10,1,137,0,0
10,1,138,0,0
10,1,139,0,0
10,1,140,0,0
10,1,141,0,0
10,1,142,0,0
10,1,143,0,0
10,1,144,0,0
0,0,145,0,0
11,1,146,0,0
11,1,147,0,0
11,1,148,0,0
11,1,149,0,0
11,1,150,0,0
11,1,151,0,0
11,1,152,0,0
0,0,153,0,0
28,1,154,0,0
28,1,155,0,0
28,1,156,0,0
28,1,157,0,0
28,1,158,0,0
28,1,159,0,0
28,1,160,0,0
28,1,161,0,0
28,1,162,0,0
0,0,163,0,0
46,1,164,0,0
46,1,165,0,0
46,1,166,0,0
46,1,167,0,0
46,1,168,0,0
46,1,169,0,0
46,1,170,0,0
46,1,171,0,0
0,0,172,0,0
47,1,173,0,0
47,1,174,0,0
47,1,175,0,0
47,1,176,0,0
47,1,177,0,0
47,1,178,0,0
47,1,179,0,0
0,0,180,0,0
70,2,181,0,0
70,2,182,0,0
70,2,183,0,0
70,2,184,0,0
70,2,185,0,0
70,2,186,0,0
0,0,187,0,0
69,1,188,0,0
69,1,189,0,0
69,1,190,0,0
69,1,191,0,0
69,1,192,0,0
69,1,193,0,0
0,0,194,0,0
95,2,195,0,0
95,2,196,0,0
95,2,197,0,0
95,2,198,0,0
95,2,199,0,0
48,2,0,1,0
48,2,1,1,0
48,2,2,1,0
48,2,3,1,0
48,2,4,1,0
48,2,5,1,0
48,2,6,1,0
0,0,7,1,0
