,topology_dysplasia_18_clean.csv,topology_dysplasia_5_clean.csv,topology_dysplasia_14_clean.csv,topology_dysplasia_13_clean.csv,topology_dysplasia_17_clean.csv,topology_dysplasia_10_clean.csv,topology_dysplasia_11_clean.csv,topology_dysplasia_7_clean.csv,topology_dysplasia_19_clean.csv,topology_dysplasia_8_clean.csv,topology_dysplasia_2_clean.csv,topology_dysplasia_9_clean.csv,topology_dysplasia_12_clean.csv,topology_dysplasia_1_clean.csv,topology_dysplasia_16_clean.csv,topology_dysplasia_15_clean.csv,topology_dysplasia_4_clean.csv,topology_dysplasia_3_clean.csv,topology_dysplasia_6_clean.csv
topology_dysplasia_18_clean.csv,0.0,inf,inf,inf,inf,inf,2571.4908443387867,inf,1621.3987338362974,inf,inf,inf,inf,inf,952.4426527268469,inf,inf,inf,inf
topology_dysplasia_5_clean.csv,inf,0.0,inf,inf,2703.3186750282407,inf,inf,2553.0162913842755,inf,2309.5671537527887,inf,inf,inf,inf,inf,3165.155103664276,inf,inf,3021.997510510587
topology_dysplasia_14_clean.csv,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4415.034698456431,inf,inf,inf,4463.468656036095,inf
topology_dysplasia_13_clean.csv,inf,inf,inf,0.0,inf,1968.6498921649466,inf,inf,inf,inf,5044.597966141381,inf,1391.768295639939,inf,inf,inf,5735.8732374878045,inf,inf
topology_dysplasia_17_clean.csv,inf,2703.3186750282407,inf,inf,0.0,inf,inf,4245.017040902526,inf,2009.397773063504,inf,inf,inf,inf,inf,1505.4121288908905,inf,inf,3418.2538553781046
topology_dysplasia_10_clean.csv,inf,inf,inf,1968.6498921649466,inf,0.0,inf,inf,inf,inf,4174.047126230294,inf,2336.0074561014553,inf,inf,inf,4938.231917455897,inf,inf
topology_dysplasia_11_clean.csv,2571.4908443387867,inf,inf,inf,inf,inf,0.0,inf,1371.0151689941927,inf,inf,inf,inf,inf,3262.7070241109654,inf,inf,inf,inf
topology_dysplasia_7_clean.csv,inf,2553.0162913842755,inf,inf,4245.017040902526,inf,inf,0.0,inf,2670.5428592293993,inf,inf,inf,inf,inf,5164.02322424797,inf,inf,2035.4226678977006
topology_dysplasia_19_clean.csv,1621.3987338362974,inf,inf,inf,inf,inf,1371.0151689941927,inf,0.0,inf,inf,inf,inf,inf,2275.1510327273454,inf,inf,inf,inf
topology_dysplasia_8_clean.csv,inf,2309.5671537527887,inf,inf,2009.397773063504,inf,inf,2670.5428592293993,inf,0.0,inf,inf,inf,inf,inf,2948.281030418901,inf,inf,1969.364416757389
topology_dysplasia_2_clean.csv,inf,inf,inf,5044.597966141381,inf,4174.047126230294,inf,inf,inf,inf,0.0,inf,5269.498243367429,inf,inf,inf,3206.346459940201,inf,inf
topology_dysplasia_9_clean.csv,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf
topology_dysplasia_12_clean.csv,inf,inf,inf,1391.768295639939,inf,2336.0074561014553,inf,inf,inf,inf,5269.498243367429,inf,0.0,inf,inf,inf,5970.925138764041,inf,inf
topology_dysplasia_1_clean.csv,inf,inf,4415.034698456431,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,1816.5420219877678,inf
topology_dysplasia_16_clean.csv,952.4426527268469,inf,inf,inf,inf,inf,3262.7070241109654,inf,2275.1510327273454,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf
topology_dysplasia_15_clean.csv,inf,3165.155103664276,inf,inf,1505.4121288908905,inf,inf,5164.02322424797,inf,2948.281030418901,inf,inf,inf,inf,inf,0.0,inf,inf,4409.796092141066
topology_dysplasia_4_clean.csv,inf,inf,inf,5735.8732374878045,inf,4938.231917455897,inf,inf,inf,inf,3206.346459940201,inf,5970.925138764041,inf,inf,inf,0.0,inf,inf
topology_dysplasia_3_clean.csv,inf,inf,4463.468656036095,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1816.5420219877678,inf,inf,inf,0.0,inf
topology_dysplasia_6_clean.csv,inf,3021.997510510587,inf,inf,3418.2538553781046,inf,inf,2035.4226678977006,inf,1969.364416757389,inf,inf,inf,inf,inf,4409.796092141066,inf,inf,0.0
