centroides_x,centroides_y,id
34.758620689655174,18.137931034482758,A
42.69230769230769,17.23076923076923,A
47.892857142857146,17.821428571428573,A
52.592592592592595,16.814814814814813,B
57.4,17.56,A
61.5,17.76923076923077,A
65.43478260869566,17.391304347826086,B
26.44,22.92,A
30.125,17.916666666666668,A
36.36363636363637,24.0,B
38.61538461538461,17.807692307692307,B
44.22727272727273,21.40909090909091,B
50.56,24.36,B
53.869565217391305,21.73913043478261,A
63.724137931034484,23.93103448275862,A
69.33333333333333,18.166666666666668,A
73.75862068965517,18.413793103448278,B
78.875,22.916666666666668,B
22.26086956521739,25.869565217391305,B
28.0,27.636363636363637,B
31.12,22.6,B
33.06896551724138,27.75862068965517,A
40.666666666666664,25.166666666666668,A
46.333333333333336,24.958333333333332,A
54.666666666666664,27.125,A
59.0,23.5,B
63.5,31.0,B
68.06896551724138,24.586206896551722,B
73.42424242424242,24.09090909090909,A
76.17391304347827,28.0,B
86.42307692307692,30.76923076923077,B
19.653846153846153,32.65384615384615,B
23.96551724137931,30.413793103448278,A
28.653846153846153,33.11538461538461,B
37.42857142857143,30.964285714285715,B
41.81481481481482,31.74074074074074,A
49.629629629629626,30.555555555555557,A
54.125,32.166666666666664,A
57.76,35.36,B
59.29032258064516,30.0,A
67.45161290322581,31.387096774193548,A
71.38461538461539,30.807692307692307,B
75.62068965517241,33.0,A
81.51612903225806,27.677419354838708,A
16.238095238095237,36.142857142857146,B
19.70967741935484,39.58064516129032,A
26.071428571428573,36.357142857142854,A
33.44444444444444,33.81481481481482,A
37.88461538461539,37.73076923076923,A
42.142857142857146,36.666666666666664,B
45.53846153846154,30.576923076923077,B
51.0,36.16,B
54.57142857142857,39.535714285714285,A
62.0,37.19230769230769,A
70.06896551724138,37.58620689655172,A
75.0,38.0,B
81.10714285714286,33.32142857142857,B
80.48275862068965,38.41379310344828,A
86.25925925925925,35.18518518518518,A
16.5,43.23076923076923,B
23.636363636363637,39.27272727272727,B
27.387096774193548,42.483870967741936,A
32.38461538461539,38.76923076923077,B
36.09375,42.71875,A
42.24,42.04,B
46.4375,38.15625,A
49.5,42.5,B
55.72222222222222,43.388888888888886,B
60.5,41.72727272727273,B
65.68,39.24,B
70.10526315789474,42.421052631578945,B
75.33333333333333,43.9,A
84.19354838709677,46.096774193548384,A
86.64285714285714,39.857142857142854,B
18.566666666666666,47.166666666666664,A
23.347826086956523,46.34782608695652,B
27.77777777777778,48.666666666666664,A
31.285714285714285,45.285714285714285,B
33.869565217391305,48.26086956521739,A
39.407407407407405,47.074074074074076,B
45.57575757575758,46.42424242424242,A
50.63636363636363,48.77272727272727,B
58.526315789473685,46.8421052631579,B
62.34375,47.15625,A
66.68,45.56,B
72.0,46.5,B
79.66666666666667,42.791666666666664,B
80.0,48.0,B
87.64,45.68,B
17.5,52.0,B
22.677419354838708,53.225806451612904,A
27.136363636363637,52.86363636363637,B
33.26086956521739,52.91304347826087,B
37.80769230769231,52.15384615384615,A
42.708333333333336,51.791666666666664,A
46.5,52.5,B
51.55555555555556,53.22222222222222,A
53.851851851851855,46.96296296296296,A
57.36,52.12,B
65.70370370370371,51.55555555555556,B
70.70967741935483,50.67741935483871,A
75.47368421052632,50.1578947368421,B
82.875,52.333333333333336,B
87.66666666666667,52.0,B
16.925925925925927,57.03703703703704,A
20.347826086956523,59.391304347826086,B
25.31578947368421,58.1578947368421,B
30.0625,57.125,A
37.892857142857146,59.107142857142854,A
40.68181818181818,56.18181818181818,B
46.2962962962963,58.148148148148145,A
51.17391304347826,57.869565217391305,B
55.666666666666664,57.291666666666664,A
61.7,55.03333333333333,A
65.0,58.36363636363637,B
74.34615384615384,56.11538461538461,B
78.63333333333334,53.86666666666667,A
81.03448275862068,59.0,B
86.38461538461539,56.23076923076923,A
17.74074074074074,63.111111111111114,A
24.571428571428573,63.214285714285715,A
28.857142857142858,62.666666666666664,B
33.3125,65.0,A
34.08695652173913,59.95652173913044,B
42.96,61.76,B
47.75,63.3,B
52.096774193548384,63.61290322580645,A
58.41379310344828,60.241379310344826,B
