centroides_x,centroides_y,id
36.53125,17.21875,1
42.41379310344828,16.93103448275862,2
59.18518518518518,17.25925925925926,5
63.93103448275862,17.413793103448278,6
27.379310344827587,21.06896551724138,8
31.82758620689655,18.103448275862068,9
40.77777777777778,21.88888888888889,11
45.793103448275865,22.17241379310345,12
74.0,17.181818181818183,17
22.296296296296298,26.51851851851852,19
26.77777777777778,26.555555555555557,20
31.321428571428573,24.964285714285715,21
40.77777777777778,27.037037037037038,23
45.7,29.2,24
49.407407407407405,26.0,25
53.5,27.0,26
57.93103448275862,27.586206896551722,27
24.7,32.06666666666667,33
30.103448275862068,31.517241379310345,34
35.357142857142854,29.821428571428573,35
40.793103448275865,32.13793103448276,36
50.806451612903224,32.806451612903224,38
57.45161290322581,32.38709677419355,39
72.55172413793103,32.310344827586206,42
78.5,32.1875,43
84.66666666666667,29.666666666666668,44
22.375,36.78125,46
34.357142857142854,35.0,49
39.7037037037037,36.7037037037037,50
55.964285714285715,36.57142857142857,52
62.41935483870968,35.87096774193548,53
67.86206896551724,37.03448275862069,55
81.74193548387096,36.16129032258065,58
87.21212121212122,34.121212121212125,59
22.566666666666666,42.03333333333333,61
24.464285714285715,47.42857142857143,62
36.642857142857146,41.285714285714285,64
55.41379310344828,40.93103448275862,68
61.93103448275862,40.62068965517241,69
71.6896551724138,41.689655172413794,71
77.93103448275862,41.275862068965516,72
27.9,51.2,76
35.48275862068966,47.275862068965516,79
49.19230769230769,49.84615384615385,81
54.333333333333336,46.766666666666666,82
59.5,45.5,83
67.67857142857143,50.32142857142857,85
71.19354838709677,47.645161290322584,86
76.58620689655173,46.06896551724138,87
81.5,46.733333333333334,88
86.5,47.0,89
27.689655172413794,56.58620689655172,92
34.733333333333334,51.56666666666667,93
44.925925925925924,52.592592592592595,96
53.074074074074076,52.407407407407405,97
58.03703703703704,51.592592592592595,98
63.06896551724138,50.58620689655172,99
76.53125,51.375,102
86.5,52.0,104
22.823529411764707,56.411764705882355,106
34.142857142857146,55.535714285714285,109
39.96875,54.875,110
44.375,58.84375,111
49.45161290322581,56.70967741935484,112
55.48148148148148,57.111111111111114,113
61.142857142857146,56.5,114
66.0,56.5,115
81.2258064516129,53.83870967741935,118
86.75,56.92857142857143,119
17.1,60.1,120
31.428571428571427,59.67857142857143,123
39.689655172413794,61.793103448275865,125
62.57142857142857,63.035714285714285,129
66.85714285714286,62.642857142857146,130
78.90322580645162,59.16129032258065,132
84.0,61.0,133
33.46153846153846,64.03846153846153,137
32.70967741935484,69.29032258064517,138
37.733333333333334,67.63333333333334,139
43.225806451612904,66.16129032258064,140
58.2,61.44,143
66.77777777777777,67.96296296296296,145
80.32142857142857,65.0,148
86.13333333333334,67.16666666666667,149
36.25,74.0625,153
46.48275862068966,73.58620689655173,155
66.58620689655173,73.06896551724138,159
81.09677419354838,70.83870967741936,161
86.13333333333334,72.13333333333334,162
35.857142857142854,79.25,166
42.333333333333336,73.62962962962963,167
51.645161290322584,76.80645161290323,169
57.724137931034484,78.0,170
65.5,77.5,172
32.34615384615385,83.65384615384616,177
41.392857142857146,78.78571428571429,179
55.37931034482759,82.58620689655173,182
61.166666666666664,82.73333333333333,183
66.35714285714286,81.71428571428571,184
57.9,87.3,191
